project_number,project_type,project_description,last_reviewed,project_location_clean,Coordinates_lat_lon
OG 24-320,Commercial,Signage - Lululemon,2024-09-05T12:00:00Z,3077 m street nw,"(38.9053736, -77.0610485)"
OG 24-319,Residence,Replace front entry door and add exterior lights,2024-09-05T12:00:00Z,3015 orchard lane nw,"(38.90993575, -77.05981447724719)"
OG 24-318,Residence,Door and window replacement on the front,2024-09-05T12:00:00Z,3008-3044 r street nw,"(38.9124133, -77.0596733)"
OG 24-317,Residence,Installation of rooftop solar array,2024-09-05T12:00:00Z,2724 poplar street nw,"(38.9089016, -77.05671142367227)"
OG 24-316,Residence,New front door,2024-09-05T12:00:00Z,2517 p street nw,"(38.909537900000004, -77.05413984843007)"
OG 24-315,Residence,Installation of 3 aluminum screens on second floor deck,2024-09-05T12:00:00Z,2514 mill road nw,"(38.9109739, -77.05404082518815)"
OG 24-314,Commercial,Signage and new light sconce - Hunter & Huntress,2024-09-05T12:00:00Z,1665 wisconsin avenue nw,"(38.912086900000006, -77.06564568918051)"
OG 24-313,Residence,Replacement shutters,2024-09-05T12:00:00Z,1665 34th street nw,"(38.9122926, -77.0676605)"
OG 24-312,Residence,Fence replacement,2024-09-05T12:00:00Z,1645 31st street nw,"(38.9117468, -77.06216092951931)"
OG 24-311,Residence,Replacement of patio doors at basement level,2024-09-05T12:00:00Z,1632 30th street nw,"(38.9115236, -77.0595382020231)"
OG 24-309,Residence,Exterior repairs,2024-09-05T12:00:00Z,1605 35th street nw,"(38.9109294, -77.0688865446617)"
OG 24-308,Residence,Replacement of rear window,2024-09-05T12:00:00Z,1532 32nd street nw,"(38.910046550000004, -77.06390959618341)"
OG 24-305,Commercial,Signage - Framebridge,2024-09-05T12:00:00Z,1506 wisconsin avenue nw,"(38.909073750000005, -77.06439009223317)"
OG 24-304,Residence,Construction of accessory structure in rear yard,2024-09-05T12:00:00Z,1423 36th street nw,"(38.908389549999995, -77.07020177195926)"
OG 24-302,Commercial,Signage - It's a Secret Med-Spa,2024-09-05T12:00:00Z,1365 wisconsin avenue nw,"(38.90825305, -77.06361459128247)"
OG 24-301,Commercial,"Signage, retroactive approval - M.M. Lafleur",2024-09-05T12:00:00Z,1344 wisconsin avenue nw,"(38.9077457, -77.0636713)"
OG 24-300,Mixed-use,Convert storefront window to recessed entry door,2024-09-05T12:00:00Z,1258 wisconsin avenue nw,"(38.906605, -77.06317283795988)"
OG 24-299,Commercial,"Rooftop mechanical and screening, signage, outdoor terrace",2024-09-05T12:00:00Z,1066 wisconsin avenue nw,"(38.9046236, -77.0630378)"
OG 24-298,Commercial,Modifications to existing row house for hotel use,2024-09-05T12:00:00Z,1031 31st street nw,"(38.903480650000006, -77.06091817573699)"
OG 24-297,Commercial,"Alterations, site work",2024-09-05T12:00:00Z,1029 31st street nw,"(38.90344345, -77.06095608472674)"
OG 24-294,Residence,Addition and renovation; alterations to roof line,2024-09-05T12:00:00Z,3259 o street nw,"(38.9079892, -77.06567597739271)"
OG 24-293,Residence,"Third story addition, renovation, landscape alterations",2024-09-05T12:00:00Z,3246 s street nw,"(38.91445915, -77.06574500536293)"
OG 24-288,Georgetown,Campus building signage and wayfinding,2024-09-05T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 24-265,Commercial,Signage - The Gallery,2024-09-05T12:00:00Z,1614 a wisconsin avenue nw,"(38.9435543843447, -77.07724644374058)"
OG 24-233,Residence,Solar panels and alterations to previously approved rear addition,2024-09-05T12:00:00Z,1511 30th street nw,"(38.90967835, -77.05896743086248)"
OG 24-232,Residence,Relocate electric meter to front facade,2024-09-05T12:00:00Z,3419 reservoir road nw,"(38.9128342, -77.0686593)"
OG 24-229,Residence,Move electric meter to front facade,2024-09-05T12:00:00Z,3418 dent place nw,"(38.911537800000005, -77.06853978999122)"
OG 24-227,Commercial,"Demolition, alterations, and signage - Raising Cane's",2024-09-05T12:00:00Z,3249 m street nw,"(38.9053051, -77.06439112897937)"
OG 24-209,Residence,Stoop repair/replacement,2024-09-05T12:00:00Z,3068 q street nw,"(38.9102886, -77.06155096774611)"
OG 24-191,Commercial,Construction of a six-story mixed-use building,2024-09-05T12:00:00Z,3000 m street nw,"(38.90505165, -77.0594734877022)"
OG 24-164,Residence,Door and window replacement on the front,2024-09-05T12:00:00Z,3008-3044 r street nw,"(38.9124133, -77.0596733)"
OG 24-296,Residence,Alterations to workshop and laundry building on property of Scott-Grant House - Building 4,2024-07-18T12:00:00Z,3238 r street nw,"(38.91345455, -77.06540032490909)"
OG 24-295,Residence,Replacement of cornice and built-in gutter at rear terrace,2024-07-18T12:00:00Z,3306 o street nw,"(38.907624049999995, -77.06655487369912)"
OG 24-292,Residence,Alterations to garage on property of Scott-Grant House - Building 3,2024-07-18T12:00:00Z,3238 r street nw,"(38.91345455, -77.06540032490909)"
OG 24-291,Mixed-use,Demolition of existing building; construction of nine row houses with ground floor retail,2024-07-18T12:00:00Z,1805 wisconsin avenue nw,"(38.914909650521345, -77.06720130454737)"
OG 24-290,Residence,"Addition to existing third floor, new two-story rear addition, and alterations",2024-07-18T12:00:00Z,1318 34th street nw,"(38.907408, -77.06799341143791)"
OG 24-289,Residence,Install temporary stair lift,2024-07-18T12:00:00Z,1316 30th street nw,"(38.9074368, -77.05942936896139)"
OG 24-287,Residence,Alterations to cottage at rear of Scott-Grant House - Building 2,2024-07-18T12:00:00Z,3238 r street nw,"(38.91345455, -77.06540032490909)"
OG 24-286,Residence,"Demolish existing garage, construct new one-story garage",2024-07-18T12:00:00Z,3231 reservoir road nw,"(38.9128135, -77.06509475424858)"
OG 24-285,Institution,Install decking over areaway,2024-07-18T12:00:00Z,1556 wisconsin avenue nw,"(38.9101365, -77.0650723)"
OG 24-284,Residence,"New automated gates at driveway, landscaping, and fence repair",2024-07-18T12:00:00Z,1524 29th street nw,"(38.9099684, -77.05842307558771)"
OG 24-283,Residence,One-story garage addition,2024-07-18T12:00:00Z,3264 s street nw,"(38.91455645, -77.06636982630258)"
OG 24-282,Residence,Replace two windows on east elevation,2024-07-18T12:00:00Z,3221 volta place nw,"(38.90993295, -77.06553959649958)"
OG 24-281,Residence,Window repairs,2024-07-18T12:00:00Z,3115 o street nw,"(38.90860575, -77.06186439131633)"
OG 24-280,Residence,"Window replacement, garage door replacement, new gate",2024-07-18T12:00:00Z,3051 n street nw,"(38.90700375, -77.06104170145309)"
OG 24-279,Residence,"Replace roof, gutters, downspouts, and driveway repaving",2024-07-18T12:00:00Z,3015 orchard lane nw,"(38.90993575, -77.05981447724719)"
OG 24-278,Single-family,Site work at side stair,2024-07-18T12:00:00Z,3015 dumbarton street nw,"(38.9078496, -77.05993929932052)"
OG 24-277,Institution,"New elevator, exterior door, and changes to front steps",2024-07-18T12:00:00Z,2714 dumbarton street nw,"(38.907621233381896, -77.05611200824119)"
OG 24-276,Residence,New vehicular gate and wood fencing,2024-07-18T12:00:00Z,2701 dumbarton street nw,"(38.90784465, -77.05595106975214)"
OG 24-273,Residence,"New pool, gazebo, and cabana",2024-07-18T12:00:00Z,1644 avon place nw,"(38.9118622, -77.0613199)"
OG 24-272,Commercial,Wall sign - 7th Street Diner,2024-07-18T12:00:00Z,1424 wisconsin avenue nw,"(38.908356850000004, -77.06405579082356)"
OG 24-271,Mixed-use,Convert storefront window to recessed entry door,2024-07-18T12:00:00Z,1258 wisconsin avenue nw,"(38.906605, -77.06317283795988)"
OG 24-270,Residence,"Addition, fenestration alterations, new garage",2024-07-18T12:00:00Z,3324 reservoir road nw,"(38.91252605, -77.06689199365837)"
OG 24-269,Commercial,"New sign, replacement door, and painting - Marine Layer",2024-07-18T12:00:00Z,3213 m street nw,"(38.905345499999996, -77.06340050144713)"
OG 24-268,Commercial,Signage and awnings - Farm Rio,2024-07-18T12:00:00Z,3057 m street nw,"(38.90537775, -77.06052739937704)"
OG 24-267,Residence,"Roof replacement, fenestration alterations",2024-07-18T12:00:00Z,3009 n street nw,"(38.90697735, -77.05965730994849)"
OG 24-266,Multi-family,Equipment for HVAC,2024-07-18T12:00:00Z,2700 q street nw,"(38.9102787, -77.0557795)"
OG 24-263,Commercial,"Alterations, site work",2024-07-18T12:00:00Z,1029 31st street nw,"(38.90344345, -77.06095608472674)"
OG 24-260,Residence,"Addition, fenestration alterations, new garage",2024-07-18T12:00:00Z,3324 reservoir road nw,"(38.91252605, -77.06689199365837)"
OG 24-259,Residence,Addition,2024-07-18T12:00:00Z,3306 r street nw,"(38.9134969, -77.06709888044693)"
OG 24-242,Residence,Roof replacement and fenestration alterations,2024-07-18T12:00:00Z,3009 n street nw,"(38.90697735, -77.05965730994849)"
OG 24-180,Commercial,Rooftop addition and renovation,2024-07-18T12:00:00Z,1048 29th street nw,"(38.90381205, -77.0583905250254)"
OG 24-087,Commercial,"Enclose second-floor deck, relocate mechanical equipment for Jinya",2024-07-18T12:00:00Z,1525 wisconsin avenue nw,"(38.90990585, -77.06444750107156)"
OG 24-079,Commercial,Window replacement - existing alterations without review,2024-07-18T12:00:00Z,1529 wisconsin avenue nw,"(38.90997185, -77.06448376311732)"
OG 24-296,Residence,"Alterations to workshop and laundry building on property of Scott-Grant House, bldg 4",2024-07-03T12:00:00Z,3238 r street nw,"(38.91345455, -77.06540032490909)"
OG 24-295,Residence,Replacement of cornice and built-in gutter at rear terrace,2024-07-03T12:00:00Z,3306 o street nw,"(38.907624049999995, -77.06655487369912)"
OG 24-294,Residence,Addition and renovation; alterations to roof line,2024-07-03T12:00:00Z,3259 o street nw,"(38.9079892, -77.06567597739271)"
OG 24-293,Residence,"Third story addition, renovation, landscape alterations",2024-07-03T12:00:00Z,3246 s street nw,"(38.91445915, -77.06574500536293)"
OG 24-292,Residence,Alterations to garage on property of Scott-Grant House - bldg 3,2024-07-03T12:00:00Z,3238 r street nw,"(38.91345455, -77.06540032490909)"
OG 24-291,Mixed-use,Demolition of existing building; construction of nine row houses with ground floor retail,2024-07-03T12:00:00Z,1805 wisconsin avenue nw,"(38.914909650521345, -77.06720130454737)"
OG 24-290,Residence,"Addition to existing third floor, new two-story rear addition, and alterations",2024-07-03T12:00:00Z,1318 34th street nw,"(38.907408, -77.06799341143791)"
OG 24-289,Residence,Install temporary stair lift,2024-07-03T12:00:00Z,1316 30th street nw,"(38.9074368, -77.05942936896139)"
OG 24-288,Georgetown,Campus building signage and wayfinding,2024-07-03T12:00:00Z,3700 o street nw,"(38.90893925, -77.07457962060826)"
OG 24-287,Residence,Alterations to cottage at rear of Scott-Grant House,2024-07-03T12:00:00Z,3238 r street nw,"(38.91345455, -77.06540032490909)"
OG 24-286,Residence,"Demolish existing garage, construct new one-story garage",2024-07-03T12:00:00Z,3231 reservoir road nw,"(38.9128135, -77.06509475424858)"
OG 24-285,Institution,Install decking over areaway,2024-07-03T12:00:00Z,1556 wisconsin avenue nw,"(38.9101365, -77.0650723)"
OG 24-284,Residence,"New automated gates at driveway, landscaping, and fence repair",2024-07-03T12:00:00Z,1524 29th street nw,"(38.9099684, -77.05842307558771)"
OG 24-283,Residence,One-story garage addition,2024-07-03T12:00:00Z,3264 s street nw,"(38.91455645, -77.06636982630258)"
OG 24-282,Residence,Replace two windows on east elevation,2024-07-03T12:00:00Z,3221 volta place nw,"(38.90993295, -77.06553959649958)"
OG 24-281,Residence,Window repairs,2024-07-03T12:00:00Z,3115 o street nw,"(38.90860575, -77.06186439131633)"
OG 24-280,Residence,"Window replacement, garage door replacement, new gate",2024-07-03T12:00:00Z,3051 n street nw,"(38.90700375, -77.06104170145309)"
OG 24-279,Residence,"Replace roof, gutters, downspouts, and driveway repaving",2024-07-03T12:00:00Z,3015 orchard lane nw,"(38.90993575, -77.05981447724719)"
OG 24-278,Single-family,Site work at side stair,2024-07-03T12:00:00Z,3015 dumbarton street nw,"(38.9078496, -77.05993929932052)"
OG 24-277,Institution,"New elevator, exterior door, and changes to front steps",2024-07-03T12:00:00Z,2714 dumbarton street nw,"(38.907621233381896, -77.05611200824119)"
OG 24-276,Residence,New vehicular gate and wood fencing,2024-07-03T12:00:00Z,2701 dumbarton street nw,"(38.90784465, -77.05595106975214)"
OG 24-274,Commercial,"Fenestration alterations, signage for Blinds To Go",2024-07-03T12:00:00Z,1715 wisconsin avenue nw,"(38.91421055, -77.06667416424317)"
OG 24-273,Residence,"New pool, gazebo, and cabana",2024-07-03T12:00:00Z,1644 avon place nw,"(38.9118622, -77.0613199)"
OG 24-272,Commercial,Sign for 7th Street Diner,2024-07-03T12:00:00Z,1424 wisconsin avenue nw,"(38.908356850000004, -77.06405579082356)"
OG 24-271,Mixed-use,Convert storefront window to recessed entry door,2024-07-03T12:00:00Z,1258 wisconsin avenue nw,"(38.906605, -77.06317283795988)"
OG 24-270,Residence,"Addition, fenestration alterations, new garage",2024-07-03T12:00:00Z,3324 reservoir road nw,"(38.91252605, -77.06689199365837)"
OG 24-269,Commercial,"New sign for Marine Layer, door replacement, painting",2024-07-03T12:00:00Z,3213 m street nw,"(38.905345499999996, -77.06340050144713)"
OG 24-268,Commercial,Signage and awnings for Farm Rio,2024-07-03T12:00:00Z,3057 m street nw,"(38.90537775, -77.06052739937704)"
OG 24-267,Residence,"Roof replacement, fenestration alterations",2024-07-03T12:00:00Z,3009 n street nw,"(38.90697735, -77.05965730994849)"
OG 24-266,Multi-family,Equipment for HVAC,2024-07-03T12:00:00Z,2700 q street nw,"(38.9102787, -77.0557795)"
OG 24-263,Commercial,"Alterations, site work",2024-07-03T12:00:00Z,1029 31st street nw,"(38.90344345, -77.06095608472674)"
OG 24-260,Residence,"Addition, fenestration alterations, new garage",2024-07-03T12:00:00Z,3324 reservoir road nw,"(38.91252605, -77.06689199365837)"
OG 24-259,Residence,Addition,2024-07-03T12:00:00Z,3306 r street nw,"(38.9134969, -77.06709888044693)"
OG 24-255,Residence,New accessory structure with living space and garages,2024-07-03T12:00:00Z,3306 o street nw,"(38.907624049999995, -77.06655487369912)"
OG 24-242,Residence,Roof replacement and fenestration alterations,2024-07-03T12:00:00Z,3009 n street nw,"(38.90697735, -77.05965730994849)"
OG 24-233,Residence,Solar panels,2024-07-03T12:00:00Z,1511 30th street nw,"(38.90967835, -77.05896743086248)"
OG 24-231,Residence,Rooftop solar panels,2024-07-03T12:00:00Z,1324 29th street nw,"(38.907533900000004, -77.05832849873461)"
OG 24-191,Commercial,Construction of a six-story mixed-use building,2024-07-03T12:00:00Z,3000 m street nw,"(38.90505165, -77.0594734877022)"
OG 24-180,Commercial,Rooftop addition and renovation,2024-07-03T12:00:00Z,1048 29th street nw,"(38.90381205, -77.0583905250254)"
OG 24-164,Residence,Door and window replacement on the front and rear,2024-07-03T12:00:00Z,3008-3044 r street nw,"(38.9124133, -77.0596733)"
OG 24-087,Commercial,"Enclose second-floor deck, relocate mechanical equipment for Jinya",2024-07-03T12:00:00Z,1525 wisconsin avenue nw,"(38.90990585, -77.06444750107156)"
OG 24-079,Commercial,Window replacement - existing alterations without review,2024-07-03T12:00:00Z,1529 wisconsin avenue nw,"(38.90997185, -77.06448376311732)"
OG 24-261,Commercial,Roof replacement,2024-06-20T12:00:00Z,3400 prospect street nw,"(38.905568349999996, -77.06797141417479)"
OG 24-258,Residence,Rear addition,2024-06-20T12:00:00Z,3277 prospect street nw,"(38.90607925, -77.06570274034235)"
OG 24-257,Residence,Chimney repair,2024-06-20T12:00:00Z,1516 34th street nw,"(38.909260700000004, -77.0680900004123)"
OG 24-256,Commercial,"2-story rooftop addition plus penthouse, alterations",2024-06-20T12:00:00Z,1073 31st street nw,"(38.9046112, -77.0610243)"
OG 24-254,Residence,Replacement door and new window well,2024-06-20T12:00:00Z,3321 q street nw,"(38.9108942, -77.06688820187202)"
OG 24-253,Residence,New garage,2024-06-20T12:00:00Z,tbd (adjacent to 3419 r street nw),"(38.9141734, -77.0686774)"
OG 24-252,Residence,Rear addition and renovation,2024-06-20T12:00:00Z,3315 p street nw,"(38.90895075, -77.06658030345653)"
OG 24-251,Residence,"Addition, fenestration alterations, window and door replacements",2024-06-20T12:00:00Z,2809 o street nw,"(38.9086425, -77.05753909660552)"
OG 24-250,Commercial,Repair garden wall,2024-06-20T12:00:00Z,3213 p street nw,"(38.9094394, -77.06390347172118)"
OG 24-249,Residence,New window and door openings on north facade,2024-06-20T12:00:00Z,3339 p street nw,"(38.90890145, -77.0675301097595)"
OG 24-248,Residence,"Window and door replacement, fenestration alterations",2024-06-20T12:00:00Z,3220 o street nw,"(38.9076007, -77.0643364)"
OG 24-247,Residence,"Fenestration alterations, window and door replacements, window well",2024-06-20T12:00:00Z,3127 n street nw,"(38.907045, -77.06219538560836)"
OG 24-246,Residence,"Window replacement, garage door replacement, new gate",2024-06-20T12:00:00Z,3051 n street nw,"(38.90700375, -77.06104170145309)"
OG 24-245,Residence,"Alterations to rear elevation, window and roof replacement",2024-06-20T12:00:00Z,3047 west lane keys nw,"(38.90990325, -77.06101135263847)"
OG 24-244,Residence,Roof replacement,2024-06-20T12:00:00Z,3045 p street nw,"(38.90939925, -77.060973044116)"
